id_number,pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles
614,522,Blitzle,5,Normal,Electrified Pokémon,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,190,70,59,Medium Fast,Field,,50,20
615,523,Zebstrika,5,Normal,Thunderbolt Pokémon,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,75,70,174,Medium Fast,Field,,50,20
616,524,Roggenrola,5,Normal,Mantle Pokémon,Rock,,0.4,18,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,255,70,56,Medium Slow,Mineral,,50,15
617,525,Boldore,5,Normal,Ore Pokémon,Rock,,0.9,102,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,120,70,137,Medium Slow,Mineral,,50,15
618,526,Gigalith,5,Normal,Compressed Pokémon,Rock,,1.7,260,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,45,70,232,Medium Slow,Mineral,,50,15
619,527,Woobat,5,Normal,Bat Pokémon,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple,65,45,43,55,43,72,190,70,65,Medium Fast,Field,Flying,50,15
620,528,Swoobat,5,Normal,Courting Pokémon,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple,67,57,55,77,55,114,45,70,149,Medium Fast,Field,Flying,50,15
621,529,Drilbur,5,Normal,Mole Pokémon,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,120,70,66,Medium Fast,Field,,50,20
622,530,Excadrill,5,Normal,Subterrene Pokémon,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,60,70,178,Medium Fast,Field,,50,20
623,531,Audino,5,Normal,Hearing Pokémon,Normal,,1.1,31,Healer,Regenerator,Klutz,103,60,86,60,86,50,255,70,390,Fast,Fairy,,50,20
624,531,Mega Audino,5,Normal,Hearing Pokémon,Normal,Fairy,1.5,32,Healer,,,103,60,126,80,126,50,255,70,425,Fast,Fairy,,50,20
625,532,Timburr,5,Normal,Muscular Pokémon,Fighting,,0.6,12.5,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,180,70,61,Medium Slow,Human-Like,,75,20
626,533,Gurdurr,5,Normal,Muscular Pokémon,Fighting,,1.2,40,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,90,70,142,Medium Slow,Human-Like,,75,20
627,534,Conkeldurr,5,Normal,Muscular Pokémon,Fighting,,1.4,87,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,45,70,227,Medium Slow,Human-Like,,75,20
628,535,Tympole,5,Normal,Tadpole Pokémon,Water,,0.5,4.5,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,255,70,59,Medium Slow,Water 1,,50,20
629,536,Palpitoad,5,Normal,Vibration Pokémon,Water,Ground,0.8,17,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,120,70,134,Medium Slow,Water 1,,50,20
630,537,Seismitoad,5,Normal,Vibration Pokémon,Water,Ground,1.5,62,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,45,70,229,Medium Slow,Water 1,,50,20
631,538,Throh,5,Normal,Judo Pokémon,Fighting,,1.3,55.5,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,45,70,163,Medium Fast,Human-Like,,100,20
632,539,Sawk,5,Normal,Karate Pokémon,Fighting,,1.4,51,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,45,70,163,Medium Fast,Human-Like,,100,20
633,540,Sewaddle,5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,255,70,62,Medium Slow,Bug,,50,15
634,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,120,70,133,Medium Slow,Bug,,50,15
635,542,Leavanny,5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,45,70,225,Medium Slow,Bug,,50,15
636,543,Venipede,5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,255,70,52,Medium Slow,Bug,,50,15
637,544,Whirlipede,5,Normal,Curlipede Pokémon,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,120,70,126,Medium Slow,Bug,,50,15
638,545,Scolipede,5,Normal,Megapede Pokémon,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,45,70,218,Medium Slow,Bug,,50,20
639,546,Cottonee,5,Normal,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,190,70,56,Medium Fast,Fairy,Grass,50,20
640,547,Whimsicott,5,Normal,Windveiled Pokémon,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,75,70,168,Medium Fast,Fairy,Grass,50,20
641,548,Petilil,5,Normal,Bulb Pokémon,Grass,,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,190,70,56,Medium Fast,Grass,,0,20
642,549,Lilligant,5,Normal,Flowering Pokémon,Grass,,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,75,70,168,Medium Fast,Grass,,0,20
643,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,Water,,1,18,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,25,70,161,Medium Fast,Water 2,,50,40
644,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,Water,,1,18,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,25,70,161,Medium Fast,Water 2,,50,40
645,551,Sandile,5,Normal,Desert Croc Pokémon,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,180,70,58,Medium Slow,Field,,50,20
646,552,Krokorok,5,Normal,Desert Croc Pokémon,Ground,Dark,1,33.4,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,90,70,123,Medium Slow,Field,,50,20
647,553,Krookodile,5,Normal,Intimidation Pokémon,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,45,70,234,Medium Slow,Field,,50,20
648,554,Darumaka,5,Normal,Zen Charm Pokémon,Fire,,0.6,37.5,Hustle,,Inner Focus,70,90,45,15,45,50,120,70,63,Medium Slow,Field,,50,20
649,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,Ice,,0.7,40,Hustle,,Inner Focus,70,90,45,15,45,50,,,,Medium Slow,Field,,,20
650,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,Fire,,1.3,92.9,Sheer Force,,Zen Mode,105,140,55,30,55,95,60,70,168,Medium Slow,Field,,50,20
651,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,Fire,Psychic,1.3,92.9,Sheer Force,,Zen Mode,105,30,105,140,105,55,60,70,189,Medium Slow,Field,,50,20
652,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,Ice,,1.7,120,Gorilla Tactics,,Zen Mode,105,140,55,30,55,95,,,,Medium Slow,Field,,,20
653,555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,Ice,Fire,1.7,120,Gorilla Tactics,,Zen Mode,105,160,55,30,55,135,,,,,,,,
654,556,Maractus,5,Normal,Cactus Pokémon,Grass,,1,28,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,255,70,161,Medium Fast,Grass,,50,20
655,557,Dwebble,5,Normal,Rock Inn Pokémon,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,190,70,65,Medium Fast,Bug,Mineral,50,20
656,558,Crustle,5,Normal,Stone Home Pokémon,Bug,Rock,1.4,200,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,75,70,170,Medium Fast,Bug,Mineral,50,20
657,559,Scraggy,5,Normal,Shedding Pokémon,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,180,35,70,Medium Fast,Dragon,Field,50,15
658,560,Scrafty,5,Normal,Hoodlum Pokémon,Dark,Fighting,1.1,30,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,90,70,171,Medium Fast,Dragon,Field,50,15
659,561,Sigilyph,5,Normal,Avianoid Pokémon,Psychic,Flying,1.4,14,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,45,70,172,Medium Fast,Flying,,50,20
660,562,Yamask,5,Normal,Spirit Pokémon,Ghost,,0.5,1.5,Mummy,,,38,30,85,55,65,30,190,70,61,Medium Fast,Amorphous,Mineral,50,25
661,562,Galarian Yamask,5,Normal,Spirit Pokémon,Ground,Ghost,0.5,1.5,Wandering Spirit,,,38,55,85,30,65,30,,,,Medium Fast,Amorphous,Mineral,,25
662,563,Cofagrigus,5,Normal,Coffin Pokémon,Ghost,,1.7,76.5,Mummy,,,58,50,145,95,105,30,90,70,169,Medium Fast,Amorphous,Mineral,50,25
663,564,Tirtouga,5,Normal,Prototurtle Pokémon,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,45,70,71,Medium Fast,Water 1,Water 3,87.5,30
664,565,Carracosta,5,Normal,Prototurtle Pokémon,Water,Rock,1.2,81,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,45,70,173,Medium Fast,Water 1,Water 3,87.5,30
665,566,Archen,5,Normal,First Bird Pokémon,Rock,Flying,0.5,9.5,Defeatist,,,55,112,45,74,45,70,45,70,71,Medium Fast,Flying,Water 3,87.5,30
666,567,Archeops,5,Normal,First Bird Pokémon,Rock,Flying,1.4,32,Defeatist,,,75,140,65,112,65,110,45,70,177,Medium Fast,Flying,Water 3,87.5,30
667,568,Trubbish,5,Normal,Trash Bag Pokémon,Poison,,0.6,31,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,190,70,66,Medium Fast,Mineral,,50,20
668,569,Garbodor,5,Normal,Trash Heap Pokémon,Poison,,1.9,107.3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,60,70,166,Medium Fast,Mineral,,50,20
669,570,Zorua,5,Normal,Tricky Fox Pokémon,Dark,,0.7,12.5,Illusion,,,40,65,40,80,40,65,75,70,66,Medium Slow,Field,,87.5,25
670,571,Zoroark,5,Normal,Illusion Fox Pokémon,Dark,,1.6,81.1,Illusion,,,60,105,60,120,60,105,45,70,179,Medium Slow,Field,,87.5,20
671,572,Minccino,5,Normal,Chinchilla Pokémon,Normal,,0.4,5.8,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,255,70,60,Fast,Field,,25,15
672,573,Cinccino,5,Normal,Scarf Pokémon,Normal,,0.5,7.5,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,60,70,165,Fast,Field,,25,15
673,574,Gothita,5,Normal,Fixation Pokémon,Psychic,,0.4,5.8,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,200,70,58,Medium Slow,Human-Like,,25,20
674,575,Gothorita,5,Normal,Manipulate Pokémon,Psychic,,0.7,18,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,100,70,137,Medium Slow,Human-Like,,25,20
675,576,Gothitelle,5,Normal,Astral Body Pokémon,Psychic,,1.5,44,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,50,70,221,Medium Slow,Human-Like,,25,20
676,577,Solosis,5,Normal,Cell Pokémon,Psychic,,0.3,1,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,200,70,58,Medium Slow,Amorphous,,50,20
677,578,Duosion,5,Normal,Mitosis Pokémon,Psychic,,0.6,8,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,100,70,130,Medium Slow,Amorphous,,50,20
678,579,Reuniclus,5,Normal,Multiplying Pokémon,Psychic,,1,20.1,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,50,70,221,Medium Slow,Amorphous,,50,20
679,580,Ducklett,5,Normal,Water Bird Pokémon,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,190,70,61,Medium Fast,Flying,Water 1,50,20
680,581,Swanna,5,Normal,White Bird Pokémon,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,45,70,166,Medium Fast,Flying,Water 1,50,20
681,582,Vanillite,5,Normal,Fresh Snow Pokémon,Ice,,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,255,70,61,Slow,Mineral,,50,20
682,583,Vanillish,5,Normal,Icy Snow Pokémon,Ice,,1.1,41,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,120,70,138,Slow,Mineral,,50,20
683,584,Vanilluxe,5,Normal,Snowstorm Pokémon,Ice,,1.3,57.5,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,45,70,241,Slow,Mineral,,50,20
684,585,Deerling,5,Normal,Season Pokémon,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,190,70,67,Medium Fast,Field,,50,20
685,586,Sawsbuck,5,Normal,Season Pokémon,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,75,70,166,Medium Fast,Field,,50,20
686,587,Emolga,5,Normal,Sky Squirrel Pokémon,Electric,Flying,0.4,5,Static,,Motor Drive,55,75,60,75,60,103,200,70,150,Medium Fast,Field,,50,20
687,588,Karrablast,5,Normal,Clamping Pokémon,Bug,,0.5,5.9,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,200,70,63,Medium Fast,Bug,,50,15
688,589,Escavalier,5,Normal,Cavalry Pokémon,Bug,Steel,1,33,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,75,70,173,Medium Fast,Bug,,50,15
689,590,Foongus,5,Normal,Mushroom Pokémon,Grass,Poison,0.2,1,Effect Spore,,Regenerator,69,55,45,55,55,15,190,70,59,Medium Fast,Grass,,50,20
690,591,Amoonguss,5,Normal,Mushroom Pokémon,Grass,Poison,0.6,10.5,Effect Spore,,Regenerator,114,85,70,85,80,30,75,70,162,Medium Fast,Grass,,50,20
691,592,Frillish,5,Normal,Floating Pokémon,Water,Ghost,1.2,33,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,190,70,67,Medium Fast,Amorphous,,50,20
692,593,Jellicent,5,Normal,Floating Pokémon,Water,Ghost,2.2,135,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,60,70,168,Medium Fast,Amorphous,,50,20
693,594,Alomomola,5,Normal,Caring Pokémon,Water,,1.2,31.6,Healer,Hydration,Regenerator,165,75,80,40,45,65,75,70,165,Fast,Water 1,Water 2,50,40
694,595,Joltik,5,Normal,Attaching Pokémon,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,190,70,64,Medium Fast,Bug,,50,20
695,596,Galvantula,5,Normal,EleSpider Pokémon,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,75,70,165,Medium Fast,Bug,,50,20
696,597,Ferroseed,5,Normal,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,Iron Barbs,,Anticipation,44,50,91,24,86,10,255,70,61,Medium Fast,Grass,Mineral,50,20
697,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,Grass,Steel,1,110,Iron Barbs,,Anticipation,74,94,131,54,116,20,90,70,171,Medium Fast,Grass,Mineral,50,20
698,599,Klink,5,Normal,Gear Pokémon,Steel,,0.3,21,Plus,Minus,Clear Body,40,55,70,45,60,30,130,70,60,Medium Slow,Mineral,,,20
699,600,Klang,5,Normal,Gear Pokémon,Steel,,0.6,51,Plus,Minus,Clear Body,60,80,95,70,85,50,60,70,154,Medium Slow,Mineral,,,20
700,601,Klinklang,5,Normal,Gear Pokémon,Steel,,0.6,81,Plus,Minus,Clear Body,60,100,115,70,85,90,30,70,234,Medium Slow,Mineral,,,20
701,602,Tynamo,5,Normal,EleFish Pokémon,Electric,,0.2,0.3,Levitate,,,35,55,40,45,40,60,190,70,55,Slow,Amorphous,,50,20
702,603,Eelektrik,5,Normal,EleFish Pokémon,Electric,,1.2,22,Levitate,,,65,85,70,75,70,40,60,70,142,Slow,Amorphous,,50,20
703,604,Eelektross,5,Normal,EleFish Pokémon,Electric,,2.1,80.5,Levitate,,,85,115,80,105,80,50,30,70,232,Slow,Amorphous,,50,20
704,605,Elgyem,5,Normal,Cerebral Pokémon,Psychic,,0.5,9,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,255,70,67,Medium Fast,Human-Like,,50,20
705,606,Beheeyem,5,Normal,Cerebral Pokémon,Psychic,,1,34.5,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,90,70,170,Medium Fast,Human-Like,,50,20
706,607,Litwick,5,Normal,Candle Pokémon,Ghost,Fire,0.3,3.1,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,190,70,55,Medium Slow,Amorphous,,50,20
707,608,Lampent,5,Normal,Lamp Pokémon,Ghost,Fire,0.6,13,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,90,70,130,Medium Slow,Amorphous,,50,20
708,609,Chandelure,5,Normal,Luring Pokémon,Ghost,Fire,1,34.3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,45,70,234,Medium Slow,Amorphous,,50,20
709,610,Axew,5,Normal,Tusk Pokémon,Dragon,,0.6,18,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,75,35,64,Slow,Dragon,Monster,50,40
710,611,Fraxure,5,Normal,Axe Jaw Pokémon,Dragon,,1,36,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,60,35,144,Slow,Dragon,Monster,50,40
711,612,Haxorus,5,Normal,Axe Jaw Pokémon,Dragon,,1.8,105.5,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,45,35,243,Slow,Dragon,Monster,50,40
712,613,Cubchoo,5,Normal,Chill Pokémon,Ice,,0.5,8.5,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,120,70,61,Medium Fast,Field,,50,20
713,614,Beartic,5,Normal,Freezing Pokémon,Ice,,2.6,260,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,60,70,177,Medium Fast,Field,,50,20
714,615,Cryogonal,5,Normal,Crystallizing Pokémon,Ice,,1.1,148,Levitate,,,80,50,50,95,135,105,25,70,180,Medium Fast,Mineral,,,25
715,616,Shelmet,5,Normal,Snail Pokémon,Bug,,0.4,7.7,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,200,70,61,Medium Fast,Bug,,50,15
716,617,Accelgor,5,Normal,Shell Out Pokémon,Bug,,0.8,25.3,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,75,70,173,Medium Fast,Bug,,50,15
717,618,Stunfisk,5,Normal,Trap Pokémon,Ground,Electric,0.7,11,Static,Limber,Sand Veil,109,66,84,81,99,32,75,70,165,Medium Fast,Amorphous,Water 1,50,20
718,618,Galarian Stunfisk,5,Normal,Trap Pokémon,Ground,Steel,0.7,20.5,Mimicry,,,109,81,99,66,84,32,,,,Medium Fast,Amorphous,Water 1,,20
719,619,Mienfoo,5,Normal,Martial Arts Pokémon,Fighting,,0.9,20,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,180,70,70,Medium Slow,Field,Human-Like,50,25
720,620,Mienshao,5,Normal,Martial Arts Pokémon,Fighting,,1.4,35.5,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,45,70,179,Medium Slow,Field,Human-Like,50,25
721,621,Druddigon,5,Normal,Cave Pokémon,Dragon,,1.6,139,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,45,70,170,Medium Fast,Dragon,Monster,50,30
722,622,Golett,5,Normal,Automaton Pokémon,Ground,Ghost,1,92,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,190,70,61,Medium Fast,Mineral,,,25
723,623,Golurk,5,Normal,Automaton Pokémon,Ground,Ghost,2.8,330,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,90,70,169,Medium Fast,Mineral,,,25
724,624,Pawniard,5,Normal,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,120,35,68,Medium Fast,Human-Like,,50,20
725,625,Bisharp,5,Normal,Sword Blade Pokémon,Dark,Steel,1.6,70,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,45,35,172,Medium Fast,Human-Like,,50,20
726,626,Bouffalant,5,Normal,Bash Buffalo Pokémon,Normal,,1.6,94.6,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,45,70,172,Medium Fast,Field,,50,20
727,627,Rufflet,5,Normal,Eaglet Pokémon,Normal,Flying,0.5,10.5,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,190,70,70,Slow,Flying,,100,20
728,628,Braviary,5,Normal,Valiant Pokémon,Normal,Flying,1.5,41,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,60,70,179,Slow,Flying,,100,20
729,629,Vullaby,5,Normal,Diapered Pokémon,Dark,Flying,0.5,9,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,190,35,74,Slow,Flying,,0,20
730,630,Mandibuzz,5,Normal,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,60,35,179,Slow,Flying,,0,20
731,631,Heatmor,5,Normal,Anteater Pokémon,Fire,,1.4,58,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,90,70,169,Medium Fast,Field,,50,20
732,632,Durant,5,Normal,Iron Ant Pokémon,Bug,Steel,0.3,33,Swarm,Hustle,Truant,58,109,112,48,48,109,90,70,169,Medium Fast,Bug,,50,20
733,633,Deino,5,Normal,Irate Pokémon,Dark,Dragon,0.8,17.3,Hustle,,,52,65,50,45,50,38,45,35,60,Slow,Dragon,,50,40
734,634,Zweilous,5,Normal,Hostile Pokémon,Dark,Dragon,1.4,50,Hustle,,,72,85,70,65,70,58,45,35,147,Slow,Dragon,,50,40
735,635,Hydreigon,5,Normal,Brutal Pokémon,Dark,Dragon,1.8,160,Levitate,,,92,105,90,125,90,98,45,35,270,Slow,Dragon,,50,40
736,636,Larvesta,5,Normal,Torch Pokémon,Bug,Fire,1.1,28.8,Flame Body,,Swarm,55,85,55,50,55,60,45,70,72,Slow,Bug,,50,40
737,637,Volcarona,5,Normal,Sun Pokémon,Bug,Fire,1.6,46,Flame Body,,Swarm,85,60,65,135,105,100,15,70,248,Slow,Bug,,50,40
738,638,Cobalion,5,Sub Legendary,Iron Will Pokémon,Steel,Fighting,2.1,250,Justified,,,91,90,129,90,72,108,3,35,261,Slow,Undiscovered,,,80
739,639,Terrakion,5,Sub Legendary,Cavern Pokémon,Rock,Fighting,1.9,260,Justified,,,91,129,90,72,90,108,3,35,261,Slow,Undiscovered,,,80
740,640,Virizion,5,Sub Legendary,Grassland Pokémon,Grass,Fighting,2,200,Justified,,,91,90,72,90,129,108,3,35,261,Slow,Undiscovered,,,80
741,641,Tornadus Incarnate Forme,5,Sub Legendary,Cyclone Pokémon,Flying,,1.5,63,Prankster,,Defiant,79,115,70,125,80,111,3,90,261,Slow,Undiscovered,,100,120
742,641,Tornadus Therian Forme,5,Sub Legendary,Cyclone Pokémon,Flying,,1.4,63,Regenerator,,,79,100,80,110,90,121,3,90,261,Slow,Undiscovered,,100,120
743,642,Thundurus Incarnate Forme,5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,1.5,61,Prankster,,Defiant,79,115,70,125,80,111,3,90,261,Slow,Undiscovered,,100,120
744,642,Thundurus Therian Forme,5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,3,61,Volt Absorb,,,79,105,70,145,80,101,3,90,261,Slow,Undiscovered,,100,120
745,643,Reshiram,5,Legendary,Vast White Pokémon,Dragon,Fire,3.2,330,Turboblaze,,,100,120,100,150,120,90,3,0,306,Slow,Undiscovered,,,120
746,644,Zekrom,5,Legendary,Deep Black Pokémon,Dragon,Electric,2.9,345,Teravolt,,,100,150,120,120,100,90,3,0,306,Slow,Undiscovered,,,120
747,645,Landorus Incarnate Forme,5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.5,68,Sand Force,,Sheer Force,89,125,90,115,80,101,3,90,270,Slow,Undiscovered,,100,120
748,645,Landorus Therian Forme,5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.3,68,Intimidate,,,89,145,90,105,80,91,3,90,270,Slow,Undiscovered,,100,120
749,646,Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3,325,Pressure,,,125,130,90,130,90,95,3,0,297,Slow,Undiscovered,,,120
750,646,Black Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3.3,325,Teravolt,,,125,170,100,120,90,95,3,0,315,Slow,Undiscovered,,,120
751,646,White Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3.6,325,Turboblaze,,,125,120,90,170,100,95,3,0,315,Slow,Undiscovered,,,120
752,647,Keldeo Ordinary Forme,5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,,91,72,90,129,90,108,3,35,261,Slow,Undiscovered,,,80
753,647,Keldeo Resolute Forme,5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,,91,72,90,129,90,108,3,35,261,Slow,Undiscovered,,,80
754,648,Meloetta Aria Forme,5,Mythical,Melody Pokémon,Normal,Psychic,0.6,6.5,Serene Grace,,,100,77,77,128,128,90,3,100,270,Slow,Undiscovered,,,120
755,648,Meloetta Pirouette Forme,5,Mythical,Melody Pokémon,Normal,Fighting,0.6,6.5,Serene Grace,,,100,128,90,77,77,128,3,100,270,Slow,Undiscovered,,,120
756,649,Genesect,5,Mythical,Paleozoic Pokémon,Bug,Steel,1.5,82.5,Download,,,71,120,95,120,95,99,3,0,270,Slow,Undiscovered,,,120
757,650,Chespin,6,Normal,Spiny Nut Pokémon,Grass,,0.4,9,Overgrow,,Bulletproof,56,61,65,48,45,38,45,70,63,Medium Slow,Field,,87.5,20
758,651,Quilladin,6,Normal,Spiny Armor Pokémon,Grass,,0.7,29,Overgrow,,Bulletproof,61,78,95,56,58,57,45,70,142,Medium Slow,Field,,87.5,20
759,652,Chesnaught,6,Normal,Spiny Armor Pokémon,Grass,Fighting,1.6,90,Overgrow,,Bulletproof,88,107,122,74,75,64,45,70,239,Medium Slow,Field,,87.5,20
760,653,Fennekin,6,Normal,Fox Pokémon,Fire,,0.4,9.4,Blaze,,Magician,40,45,40,62,60,60,45,70,61,Medium Slow,Field,,87.5,20
761,654,Braixen,6,Normal,Fox Pokémon,Fire,,1,14.5,Blaze,,Magician,59,59,58,90,70,73,45,70,143,Medium Slow,Field,,87.5,20
762,655,Delphox,6,Normal,Fox Pokémon,Fire,Psychic,1.5,39,Blaze,,Magician,75,69,72,114,100,104,45,70,240,Medium Slow,Field,,87.5,20
763,656,Froakie,6,Normal,Bubble Frog Pokémon,Water,,0.3,7,Torrent,,Protean,41,56,40,62,44,71,45,70,63,Medium Slow,Water 1,,87.5,20
764,657,Frogadier,6,Normal,Bubble Frog Pokémon,Water,,0.6,10.9,Torrent,,Protean,54,63,52,83,56,97,45,70,142,Medium Slow,Water 1,,87.5,20
